loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
309,1,Graduate,No,5651731,17158313,16,324,7104244,4233225,6711626,7075031,Approved
310,5,Graduate,No,7699043,22483172,20,807,6182134,15092355,11308626,5439981,Approved
311,2,Not Graduate,No,6946037,23427618,2,397,18754090,6826045,4144998,4248597,Approved
312,4,Graduate,No,9421750,19053298,2,567,12010775,7726974,29488630,3681960,Rejected
313,0,Graduate,No,4673214,23355660,20,692,22859251,4904665,3298526,8117638,Approved
314,3,Graduate,No,3882796,20286155,16,895,23003319,17218791,31811985,5523256,Approved
315,0,Not Graduate,Yes,9431261,28724354,18,584,24319510,7657295,7638200,118862,Rejected
316,3,Graduate,No,8051746,27939429,20,408,15535864,17317851,20530588,12871810,Rejected
317,0,Not Graduate,No,8041640,4637229,12,326,1913028,5888527,9956744,5949392,Rejected
318,5,Not Graduate,Yes,8940245,10726691,10,354,29239797,16799269,13482508,968250,Rejected
319,4,Not Graduate,No,8766554,14284940,4,432,24183326,6228412,24665004,9404347,Rejected
320,3,Not Graduate,Yes,5337956,26526385,18,351,1353783,12379218,30891769,3117175,Rejected
321,2,Not Graduate,No,5474413,11499772,12,792,27319214,5648400,27268267,6659712,Approved
322,0,Not Graduate,Yes,7924578,5052034,16,597,13084843,4823408,22615832,3639936,Rejected
323,0,Graduate,Yes,1064899,19335763,18,698,22076557,19250059,7445728,7696221,Approved
324,3,Graduate,No,8852111,28956613,18,890,13132030,10854982,18148913,8756399,Approved
325,2,Graduate,No,6610575,27813487,16,317,1249930,15569150,23203993,1388703,Rejected
326,2,Not Graduate,No,2518292,25183351,20,858,20250814,15526420,33258612,1243126,Approved
327,5,Graduate,No,2226393,25517266,16,545,18276948,5371271,35866004,5743693,Rejected
328,5,Not Graduate,Yes,7822520,3520690,6,802,16683005,8331583,5074069,14379370,Approved
329,5,Not Graduate,Yes,2579897,18197271,6,388,27665800,14897371,13172573,7032141,Rejected
330,5,Not Graduate,Yes,1494416,14233059,4,502,11858419,9065146,25802551,6324551,Approved
331,5,Graduate,No,2185196,417152,2,539,4679655,16401821,39225691,6186482,Rejected
332,5,Not Graduate,Yes,8252377,29007585,8,789,29519307,8913610,11134043,2878145,Approved
333,4,Not Graduate,No,7903189,21770028,4,312,986045,16768787,31821319,4180086,Rejected
334,2,Graduate,No,1760121,7696477,4,614,17179330,1293041,14138286,1791017,Approved
335,5,Graduate,Yes,6078263,29725849,10,497,27305140,7684504,22013036,747908,Rejected
336,2,Not Graduate,No,643035,16951132,8,542,21076238,18988680,14298299,3156128,Rejected
337,2,Not Graduate,Yes,3299072,14390924,2,806,6811783,2694322,39003668,6239201,Approved
338,1,Graduate,No,6850723,25691965,18,342,26222046,6659942,16670576,10967826,Approved
339,4,Graduate,Yes,8549092,13706497,8,629,19312281,9068092,37295005,6067061,Approved
340,5,Graduate,No,5400551,27283773,10,890,8044027,19357168,1749928,12236189,Approved
341,0,Not Graduate,Yes,9277925,29519442,14,728,27504774,13718439,37240663,9484494,Approved
342,3,Graduate,Yes,7947156,6170517,4,461,11988784,2376807,32233972,5602129,Rejected
343,0,Graduate,No,4752636,21475831,16,734,21857451,6870332,7423869,7945588,Approved
344,4,Graduate,No,951240,12272207,4,532,17418643,17015490,25796766,6596615,Approved
345,3,Not Graduate,Yes,4515596,709003,20,410,13993617,2174719,6960381,11077564,Rejected
346,4,Graduate,No,6975996,19210944,10,531,12355377,14822351,22070339,3240852,Rejected
347,2,Graduate,No,1195791,25322504,4,572,10705564,15963316,19661215,9737069,Approved
348,3,Graduate,No,2160299,15857040,4,897,13251982,1442970,7936998,1691879,Approved
349,2,Graduate,Yes,5279111,10538985,8,340,23712918,3344742,28862485,4457461,Rejected
350,0,Graduate,Yes,8102634,21577887,8,859,6614267,17910519,29265946,11825526,Approved
351,0,Not Graduate,No,3053501,12357042,16,765,16505307,5615780,18910555,8248327,Approved
352,3,Not Graduate,No,6482444,11721446,12,376,14749154,17255116,37535136,5631122,Rejected
353,3,Not Graduate,Yes,5813904,15070770,20,789,22451374,6584746,9693668,4733740,Approved
354,5,Graduate,No,2659622,28321143,16,416,15580079,9953492,28044487,1294943,Rejected
355,4,Not Graduate,Yes,2097459,16895726,14,733,26558645,16721820,19648267,9968955,Approved
356,5,Not Graduate,No,4440012,12220232,20,318,1952021,12243709,33748502,9825149,Approved
357,4,Not Graduate,No,1415442,29925833,8,870,11420176,3627164,38917121,11131881,Approved
358,5,Graduate,No,5764396,3560054,4,495,17117950,3230794,15840311,3299718,Rejected
359,2,Graduate,Yes,8103797,13442899,18,750,17896542,2316722,14716451,9890856,Approved
360,3,Not Graduate,Yes,2780309,11136931,4,724,15425598,6685873,34103780,13608965,Approved
361,0,Not Graduate,Yes,6625148,13409699,2,693,3217312,13707035,6892588,5692992,Approved
362,4,Graduate,Yes,7249985,23859876,16,583,2373098,4950857,11186356,10475207,Rejected
363,4,Graduate,No,7706161,17813448,20,333,28016374,9683588,36760261,10187301,Rejected
364,0,Not Graduate,No,5351946,21825803,18,594,9021992,1832572,26470270,3030960,Rejected
365,5,Graduate,Yes,7226206,29995510,2,550,3447891,469303,28301503,5391427,Rejected
366,4,Not Graduate,No,4447328,2068487,14,638,13174383,9289048,35645718,9409253,Approved
367,2,Graduate,No,1651469,26851332,4,739,12366041,18813152,9827928,242140,Approved
368,3,Not Graduate,Yes,3500874,22352476,12,479,1110405,17632272,2886351,11993358,Rejected
369,0,Not Graduate,No,4936416,14865898,10,527,27215627,41456,6011494,3037289,Rejected
370,3,Graduate,No,4263997,1519702,2,322,7727794,16230368,39648453,7061072,Rejected
371,4,Not Graduate,Yes,8502975,24671210,4,626,15002636,14264160,38767307,3440521,Approved
372,4,Not Graduate,No,6326463,16929964,4,453,19508524,2542902,35028089,14944100,Rejected
373,0,Not Graduate,No,8637534,12479789,20,445,21355546,18980597,4400779,7294450,Rejected
374,2,Graduate,No,5610812,9599835,20,551,22533951,4835528,13329313,13213030,Rejected
375,1,Graduate,Yes,7352765,20974520,12,601,19666691,4900367,19920652,10863772,Approved
376,0,Graduate,Yes,6307182,16905885,2,369,5711784,9472399,24350056,9150647,Rejected
377,1,Not Graduate,No,6212621,12034834,8,842,7280013,6641164,5653786,7939538,Approved
378,5,Graduate,No,3951387,27651659,20,392,7827853,14133588,9836111,5328690,Approved
379,1,Not Graduate,No,2979060,18846603,10,462,6551998,5365064,6852858,14713053,Rejected
380,2,Not Graduate,Yes,683791,20827121,4,380,16423642,11004862,28974955,7373538,Rejected
381,5,Graduate,Yes,2358714,23863465,4,887,11829078,16425078,29727810,4249277,Approved
382,1,Graduate,Yes,9384874,12916582,14,362,16504353,13272756,36602543,4832581,Rejected
383,5,Not Graduate,No,2822280,14552475,14,735,27270092,349001,31270608,11888677,Rejected
384,1,Not Graduate,No,4425872,10356299,12,347,10881279,19643764,11085659,8204814,Rejected
385,2,Graduate,No,9249867,6417197,2,744,19307722,11110024,9420882,4417154,Approved
386,1,Graduate,No,9198934,18079150,6,373,7959553,13280434,32342686,10117173,Rejected
387,1,Graduate,No,1445749,25269423,18,841,21749152,2557359,10802298,14105368,Approved
388,1,Not Graduate,Yes,9544885,9665697,20,456,19913588,5191375,23161201,2417322,Rejected
389,0,Not Graduate,No,2426941,5108029,2,786,1499996,14660528,30689370,901351,Rejected
390,0,Not Graduate,No,1618180,28689085,4,565,3072290,5593489,5664441,3155962,Rejected
391,0,Not Graduate,No,8663331,19477233,16,555,10751994,12811657,13232374,1262492,Approved
392,2,Not Graduate,Yes,6433146,9811646,14,338,23114187,19438450,5983019,766396,Rejected
393,5,Graduate,No,7254499,8406411,18,354,18523686,3259470,23870344,10954518,Rejected
394,4,Graduate,Yes,8437881,19239567,20,327,5765568,7143182,33244142,13952534,Rejected
395,1,Not Graduate,Yes,3218967,745452,8,417,3435304,2592650,34765006,645287,Rejected
396,1,Not Graduate,Yes,3926904,1755443,8,669,7035581,11509877,12465200,14707574,Approved
397,2,Graduate,Yes,992515,16490320,14,508,20209457,9899310,8785051,7679727,Rejected
398,1,Graduate,Yes,6110838,22224913,2,886,7810519,15342197,12474810,5197890,Approved
399,0,Graduate,No,1593196,27367618,20,876,2258553,18757501,18699757,14821607,Approved
400,4,Graduate,No,1235211,5828790,18,857,5663859,12685028,24776346,13455719,Approved
401,3,Not Graduate,Yes,2389568,26848009,4,615,16846469,8444051,18867062,2133324,Approved
402,1,Graduate,Yes,4134740,1490688,2,692,23487752,16992405,31358948,3038144,Approved
403,0,Not Graduate,Yes,847122,29155205,14,743,2152598,6214447,28194177,9166756,Approved
404,3,Graduate,No,3982164,15232898,12,558,23331262,8386815,31935678,6209117,Approved
405,4,Graduate,No,1961331,24844306,6,497,26530407,7387151,34126639,5988932,Rejected
406,3,Graduate,Yes,2077329,25787139,2,744,21257054,8077504,3144524,7404213,Approved
407,0,Not Graduate,No,3092970,18345052,10,869,26179702,6818514,17125306,8903045,Approved
408,5,Not Graduate,No,515315,3398771,20,881,20705617,1242185,16533689,7416127,Approved
409,5,Graduate,Yes,8739202,18706134,8,604,9927672,13806868,38789638,6554285,Approved
410,3,Not Graduate,Yes,9309500,24855719,10,638,29214094,1348668,10776508,10907019,Approved
411,2,Not Graduate,No,6976432,28004423,2,828,14683808,113612,29739920,13386547,Rejected
412,3,Graduate,No,4159015,7438298,2,353,21919501,17220534,1465618,10538293,Rejected
413,1,Graduate,No,2414979,29223711,10,411,6348273,18484758,25775774,10432189,Rejected
414,1,Not Graduate,Yes,3605851,14671551,12,718,17794482,17381718,25141579,4149333,Rejected
415,5,Not Graduate,Yes,7554292,2270972,10,604,29226514,13891978,10632844,1781056,Approved
416,2,Not Graduate,Yes,396211,19607718,4,737,14518813,13478158,8257724,4580772,Approved
417,0,Graduate,No,2036082,6081441,18,384,7306633,13367162,19926156,9849933,Rejected
418,1,Graduate,No,2437699,25817588,10,823,4942559,146083,12683774,2815804,Approved
419,5,Not Graduate,Yes,4658434,23690789,10,551,27867539,17661531,14151329,4448472,Rejected
420,4,Graduate,No,2013065,12090235,20,425,21884837,5301146,26774693,8147534,Approved
421,5,Graduate,Yes,5157161,29077903,18,704,24261808,7307661,17897971,2292136,Approved
422,1,Not Graduate,No,7595511,10277641,6,603,1162189,16526178,18812505,5587598,Approved
423,1,Not Graduate,Yes,4787281,18046147,10,327,27311756,11031834,27729953,3322714,Rejected
424,5,Graduate,No,5707200,20092991,10,565,1285735,5168660,31258274,7668232,Approved
425,0,Graduate,No,8965940,12824780,4,351,26743317,12918973,28257491,2253850,Approved
426,3,Not Graduate,Yes,8672761,22123977,8,810,22138761,172236,5788756,12209126,Approved
427,1,Graduate,Yes,5178234,2737108,4,506,21363286,17723435,16875133,5054310,Rejected
428,5,Graduate,Yes,9714626,23400461,10,873,26672378,5428203,29579623,1851920,Approved
429,5,Not Graduate,Yes,4172162,14945448,20,810,5384869,2034987,11234804,5268298,Approved
430,2,Not Graduate,Yes,6366994,27391082,4,852,12203365,12516346,20204102,12196826,Approved
431,3,Graduate,No,4372060,21819638,20,500,10009100,10320511,4403733,2782885,Rejected
432,4,Graduate,Yes,6803352,23822314,18,583,14275939,6720481,18748844,13817357,Rejected
433,0,Graduate,Yes,9896672,15374672,20,656,29531765,12851900,21242760,9751455,Approved
434,4,Not Graduate,Yes,278947,16669985,12,346,28470727,2860713,32192708,2448910,Rejected
435,3,Graduate,Yes,7352604,2123106,16,436,12938884,2053398,10196671,9718228,Rejected
436,3,Graduate,Yes,8336537,23490218,18,429,14753249,15516360,6886061,1289183,Rejected
437,3,Not Graduate,No,4169411,14901713,16,494,1646376,3353212,10111072,118679,Rejected
438,4,Not Graduate,Yes,6587952,466074,10,663,22940074,7246134,31474874,3212666,Rejected
439,3,Graduate,Yes,6169677,16296494,10,731,4888851,5550957,19297335,4231328,Approved
440,5,Not Graduate,Yes,1168410,22098826,12,368,24494282,17143315,28481682,5431781,Rejected
441,4,Not Graduate,No,4136642,27249854,2,757,11788678,3158546,11561104,12365977,Approved
442,3,Graduate,No,9283542,11883101,16,839,26407789,9698828,8893607,9919968,Rejected
443,5,Not Graduate,Yes,1240835,25532475,4,634,15247417,19959824,36568826,2780436,Approved
444,2,Not Graduate,Yes,6826532,277375,12,825,17204677,18672333,11316864,3730354,Approved
445,3,Graduate,No,5586452,20125496,18,857,22840573,15372757,25966798,8730980,Approved
446,4,Not Graduate,No,8731225,11790075,6,315,10930883,13423402,21173556,5425685,Rejected
447,1,Graduate,No,7152057,6002232,4,755,5726085,3564074,25238298,9593828,Approved
448,3,Graduate,Yes,9857570,2327666,20,809,353154,4352092,8066124,11496272,Approved
449,1,Not Graduate,Yes,5334629,16702752,10,508,5211478,758641,8320639,454235,Rejected
450,5,Not Graduate,No,5126730,22145626,18,457,9523109,293441,12626387,13228427,Rejected
451,2,Not Graduate,Yes,1230120,27604324,12,636,5536546,1602356,7700215,3085926,Approved
452,0,Graduate,No,1234780,6500553,16,540,9227488,9151047,25845418,7532270,Rejected
453,2,Not Graduate,No,7328822,10315277,16,357,28146203,16656711,9084804,9686930,Rejected
454,3,Graduate,No,949045,12603969,14,604,4241503,10560217,22943634,628884,Approved
455,1,Not Graduate,Yes,1072109,6085507,10,644,29413209,594173,26561012,11126636,Approved
456,1,Not Graduate,No,7936085,20502369,4,313,5303572,16824890,5658282,601195,Rejected
457,4,Not Graduate,No,587405,11077809,20,658,11297625,18430495,30528714,11071858,Approved
458,1,Graduate,Yes,7005360,17977836,20,676,9710513,14095186,26692741,6223852,Approved
459,4,Not Graduate,No,4761786,1108882,10,542,310582,12999630,2182880,3928314,Rejected
460,5,Not Graduate,Yes,4958669,8619044,14,444,9127935,5075765,37194676,9811781,Rejected
461,0,Graduate,No,3301004,4383667,14,714,16661564,203265,37152828,14053184,Approved
462,3,Graduate,Yes,5734693,27683937,4,693,15414070,2342517,9937372,10954028,Approved
463,4,Not Graduate,No,3132208,10164510,14,657,17870879,11716132,31922141,1081196,Approved
464,0,Not Graduate,No,4387442,18496746,12,875,20431555,16724946,13878758,910956,Approved
465,1,Not Graduate,No,4012197,3665117,14,457,15853680,8788064,33243902,8341683,Rejected
466,1,Graduate,No,9269984,16633981,16,317,4403313,13063014,1431835,11404035,Rejected
467,0,Graduate,No,6633564,7897215,8,860,5935870,16039328,14993673,4357444,Approved
468,1,Graduate,Yes,1156740,7339967,2,867,3267365,8274176,1629695,12136140,Approved
469,5,Graduate,Yes,2410846,4700505,16,646,14847809,2130047,26882852,5879912,Rejected
470,5,Not Graduate,No,4628760,28398929,16,357,11512011,6648987,32909102,13837808,Rejected
471,0,Graduate,No,2509231,28434077,6,454,15796171,19609656,32856581,3196802,Rejected
472,4,Graduate,No,4810764,28523845,6,866,2348474,8550323,36418961,14556830,Approved
473,4,Graduate,Yes,4695433,5443926,10,786,26142723,8155691,7206691,14394330,Rejected
474,0,Not Graduate,Yes,5415784,12720315,6,830,27474831,8674003,18861527,6115027,Rejected
475,4,Not Graduate,No,2167582,497046,10,786,7669971,15501469,14342132,10494769,Approved
476,4,Graduate,Yes,1040268,28336624,16,450,10532425,3809601,30395414,9438136,Rejected
477,5,Graduate,No,6329026,5474485,2,658,23747000,5928465,7348545,8184602,Approved
478,4,Not Graduate,No,5970938,22888010,4,667,18350313,9310491,25559623,1293678,Approved
479,2,Not Graduate,No,6757601,19126386,4,346,27033997,16883587,35737571,4806774,Rejected
480,3,Not Graduate,Yes,8641243,10871408,8,506,5950278,17333226,16361141,7334432,Rejected
481,1,Not Graduate,No,1183638,18560631,18,749,19857195,2877309,11520429,3058632,Approved
482,2,Not Graduate,No,7111596,3563587,4,782,13914922,18929797,20687075,6541573,Approved
483,4,Not Graduate,No,5796127,24900863,18,869,25669136,3748453,10025375,389279,Approved
484,5,Not Graduate,Yes,2991671,11559705,14,442,352138,1223901,39618509,13533617,Approved
485,0,Not Graduate,Yes,2261892,12195479,20,699,28764063,19288292,22629369,14093600,Approved
486,4,Graduate,Yes,3631543,13773209,16,396,16175122,9108931,22110358,10767509,Rejected
487,5,Graduate,No,7163266,211597,2,346,315555,13006129,5922429,2947945,Rejected
488,3,Graduate,Yes,4278140,4467226,10,490,28561959,5734203,22498835,10534974,Rejected
489,4,Graduate,No,8685356,9899987,18,439,16530861,1925238,33586003,7299333,Rejected
490,0,Graduate,Yes,4109308,19271235,8,530,11402099,15970623,4137761,5182694,Rejected
491,5,Graduate,No,9547003,20714043,4,639,11363191,17258804,39801120,8764485,Approved
492,5,Not Graduate,Yes,7666897,5079021,12,790,23119789,5523849,18404878,5329063,Approved
493,5,Not Graduate,No,7885727,29456985,4,348,1187963,7432843,13874518,5536065,Rejected
494,3,Graduate,Yes,1115767,12164163,6,752,27843759,3539961,2748411,9489128,Approved
495,4,Graduate,Yes,8889972,22062053,16,615,18000447,16929173,6590343,5668856,Approved
496,3,Not Graduate,Yes,9916486,4227741,6,621,1730271,101351,25726657,9409210,Approved
497,1,Not Graduate,No,8414491,26955048,4,386,2655630,4240564,14188643,2806600,Rejected
498,1,Not Graduate,Yes,3569415,27726260,12,773,12032107,19277844,10609265,10695078,Approved
499,4,Graduate,Yes,3903713,15981023,6,581,22428335,6739618,13016145,1467839,Rejected
500,3,Not Graduate,Yes,581856,14490091,2,373,12615891,702022,37817641,9970946,Rejected
501,0,Graduate,Yes,3965444,22975708,6,752,15305394,3092049,23898744,14561807,Approved
502,5,Graduate,No,9351969,7819161,12,346,25369572,6066330,6282897,8447535,Rejected
503,5,Not Graduate,Yes,4779097,13031037,6,887,6642219,18019170,33376741,5847585,Approved
504,4,Not Graduate,No,7813312,10359550,18,395,10327804,2464991,19469613,12566090,Approved
505,1,Graduate,No,4216899,12561351,14,330,9353636,8421100,27668740,10097854,Rejected
506,1,Not Graduate,No,4155199,28158883,10,833,23095753,12384535,18132593,13257199,Approved
507,5,Not Graduate,No,5442329,24695230,4,316,765593,7560147,35301165,5652046,Rejected
508,4,Graduate,Yes,3468896,17071418,18,511,29725360,15058295,37542925,12943732,Rejected
509,3,Not Graduate,No,4453459,4616025,10,534,26458599,2206167,7229139,266544,Approved
510,1,Graduate,No,7556943,12416664,14,691,10225159,17018711,31191693,8708354,Approved
511,3,Graduate,No,7336940,16116792,18,653,9290493,19926631,11983536,13997525,Approved
512,1,Not Graduate,No,3054135,28095204,8,604,19813033,16433135,12077453,6075349,Approved
513,1,Graduate,Yes,676377,19415525,18,898,16256371,19332219,38042906,11842207,Approved
514,2,Graduate,Yes,598422,18492836,2,849,19949964,858095,35740341,9114194,Approved
515,1,Not Graduate,No,321937,22725114,12,864,16086429,16610081,25269355,2719571,Approved
516,0,Not Graduate,No,1333629,6352551,4,839,26265775,6079016,28395862,3701030,Approved
517,4,Not Graduate,No,7852126,23589800,16,888,8946824,4601354,32558104,11278421,Approved
518,4,Graduate,Yes,578355,13289902,10,808,14076719,18729472,12208367,330876,Approved
519,3,Graduate,Yes,4193611,16010371,6,694,14579913,17461149,16984885,14191965,Approved
